Type,Scope,Fiscal Year,Posting Period,Company Code,Account,Document Number,Item,Customer,Supplier,Clearing Document,Clearing date,Profit Center,Trading partner,Reference,Payment Reference,Assignment,Document currency,Amount in doc. curr.,Amount in local currency,Valuated amount,Document Date,Posting Date,Document Header Text,Arrears after net due date,Text,Net due date,Group ID,Predicted_Group
AP,In Scope,2026,6,SC01,23100000,190678999,1,,44700111,190988129,2026-04-21 00:00:00,PR1331010,0,CLEARING2603-17,,104579258_71901225,CNY,41768.0,41768.0,41768.0,2026-03-31 00:00:00,2026-03-31 00:00:00,,29,,2026-03-23 00:00:00,38,0
AP,In Scope,2026,7,SC01,23100000,190988123,2,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,CLEARING0421009,,00000,CNY,-205653.01,-205653.01,-205653.01,2026-04-20 00:00:00,2026-04-21 00:00:00,,1,,2026-04-20 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,190988129,2,,44700111,190988129,2026-04-21 00:00:00,PR1331010,0,CLEARING0421017,,00000,CNY,-41768.0,-41768.0,-41768.0,2026-04-20 00:00:00,2026-04-21 00:00:00,,1,,2026-04-20 00:00:00,38,0
AP,In Scope,2026,8,SC01,23100000,191643252,1,,44700111,191671758,2026-05-31 00:00:00,PR1361010,0,CLEARING2652819,,101801639_I945805,CNY,64245.61,64245.61,64245.61,2026-05-29 00:00:00,2026-05-29 00:00:00,,11,,2026-05-20 00:00:00,264,1
AP,In Scope,2026,8,SC01,23100000,191671758,2,,44700111,191671758,2026-05-31 00:00:00,PR1361010,0,CLEARING2605-12,,00000,CNY,-64245.61,-64245.61,-64245.61,2026-05-31 00:00:00,2026-05-31 00:00:00,,0,,2026-05-31 00:00:00,264,1
AP,In Scope,2026,7,SC01,23100000,2111150654,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400127,,100694443_74617269,CNY,103.6,103.6,103.6,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512008513,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150660,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400130,,100932500_34442956,CNY,150.79,150.79,150.79,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512010721,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150662,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400131,,100932500_34442956,CNY,301.58,301.58,301.58,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512010721,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150666,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400133,,100162454_74617269,CNY,33.6,33.6,33.6,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512010840,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150668,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400134,,100197944_74617269,CNY,17.86,17.86,17.86,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512010840,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150670,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400135,,100206318_74617269,CNY,25.05,25.05,25.05,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512010840,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150672,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400136,,100608829_74617269,CNY,3.7,3.7,3.7,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512010840,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150686,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400143,,102003875_74617267,CNY,53.39,53.39,53.39,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512009826,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150694,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400147,,100220378_74617265,CNY,131.74,131.74,131.74,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512011040,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150704,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400152,,100393214_34442957,CNY,75.55,75.55,75.55,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512011574,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150706,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400153,,101247485_74617267,CNY,91.31,91.31,91.31,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511947491,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150712,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400156,,100299945_74617266,CNY,77.42,77.42,77.42,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512010702,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150714,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400157,,101654723_74617266,CNY,33.35,33.35,33.35,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512010702,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150716,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400158,,101654738_74617266,CNY,64.09,64.09,64.09,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512010702,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150718,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400159,,101247205_74617270,CNY,97.56,97.56,97.56,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512009823,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111150720,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400160,,100299945_34442959,CNY,99.12,99.12,99.12,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512011405,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151470,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400535,,100109941_78978093,CNY,6.54,6.54,6.54,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512008539,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151472,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400536,,101654725_78978093,CNY,112.94,112.94,112.94,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512008539,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151474,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400537,,103869115_56032190,CNY,78.58,78.58,78.58,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512007502,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151476,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400538,,100863495_69697381,CNY,162.17,162.17,162.17,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511933655,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151478,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400539,,100299974_56032189,CNY,51.22,51.22,51.22,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511955144,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151480,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400540,,100201162_78978092,CNY,58.87,58.87,58.87,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512006695,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151482,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400541,,103400604_78978092,CNY,13.28,13.28,13.28,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512006695,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151484,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400542,,103400605_78978092,CNY,26.57,26.57,26.57,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512006695,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151502,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400551,,100639301_56032182,CNY,175.99,175.99,175.99,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511853515,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151504,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400552,,101247092_78978094,CNY,281.89,281.89,281.89,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512008339,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151506,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400553,,100674350_69697388,CNY,452.21,452.21,452.21,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511962415,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151508,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400554,,101247068_69697388,CNY,314.21,314.21,314.21,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511962415,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151512,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400556,,101240072_56032180,CNY,152.3,152.3,152.3,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511863462,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151514,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400557,,101654734_69697389,CNY,346.14,346.14,346.14,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512006792,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151528,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400564,,101247070_69697389,CNY,110.08,110.08,110.08,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512007686,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151530,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400565,,101660851_69697389,CNY,22.68,22.68,22.68,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512007686,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151532,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400566,,100393389_69697389,CNY,197.25,197.25,197.25,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512007891,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111151548,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400574,,100682337_56032187,CNY,216.18,216.18,216.18,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511963203,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152155,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400753,,101247131_I705569,CNY,53.23,53.23,53.23,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152159,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400754,,101247131_I705569,CNY,53.23,53.23,53.23,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152164,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400755,,101247131_I705569,CNY,53.23,53.23,53.23,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152168,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400756,,101247132_I705569,CNY,505.7,505.7,505.7,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152172,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400757,,101247132_I705569,CNY,505.7,505.7,505.7,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152176,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400758,,101247134_I705569,CNY,2112.27,2112.27,2112.27,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152181,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400759,,101247134_I705569,CNY,2112.27,2112.27,2112.27,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152185,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400760,,101247134_I705569,CNY,2112.27,2112.27,2112.27,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152189,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400761,,101247134_I705569,CNY,2112.27,2112.27,2112.27,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152193,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400762,,101247136_I705569,CNY,559.17,559.17,559.17,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152196,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260404458,,100531791_22438287,CNY,4.68,4.68,4.68,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511985772,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152197,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400763,,101247136_I705569,CNY,559.17,559.17,559.17,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152200,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260404459,,102528582_22438287,CNY,101.38,101.38,101.38,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511985772,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152201,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400764,,101247136_I705569,CNY,559.17,559.17,559.17,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152204,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260404460,,103869109_22438287,CNY,47.12,47.12,47.12,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511985772,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152205,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400765,,101247136_I705569,CNY,559.17,559.17,559.17,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511961509,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152210,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400766,,100312388_I705569,CNY,660.35,660.35,660.35,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511965866,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152214,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400767,,101247364_I705569,CNY,223.0,223.0,223.0,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511973142,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152218,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400768,,101247364_I705569,CNY,223.0,223.0,223.0,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511973142,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152222,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400769,,101247364_I705569,CNY,236.94,236.94,236.94,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511973142,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152226,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400770,,101247364_I705569,CNY,111.5,111.5,111.5,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511973142,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152231,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400771,,101247364_I705569,CNY,167.25,167.25,167.25,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511973142,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152235,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400772,,101247364_I705569,CNY,55.75,55.75,55.75,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511973142,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152239,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400773,,101247483_I705569,CNY,80.27,80.27,80.27,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511973142,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152244,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400774,,101247483_I705569,CNY,321.07,321.07,321.07,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511973142,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152248,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400775,,101247483_I705569,CNY,321.07,321.07,321.07,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511973142,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152265,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400779,,100014959_I705569,CNY,141.45,141.45,141.45,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152269,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400780,,100150143_I705569,CNY,78.98,78.98,78.98,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152273,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400781,,100159666_I705569,CNY,244.24,244.24,244.24,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152278,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400782,,100159669_I705569,CNY,78.85,78.85,78.85,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152282,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400783,,100170018_I705569,CNY,315.35,315.35,315.35,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152286,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400784,,100170146_I705569,CNY,215.21,215.21,215.21,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152291,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400785,,100176366_I705569,CNY,33.79,33.79,33.79,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152295,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400786,,100193575_I705569,CNY,175.49,175.49,175.49,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152299,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400787,,100195036_I705569,CNY,69.85,69.85,69.85,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152304,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400788,,100197675_I705569,CNY,131.63,131.63,131.63,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152308,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400789,,100203284_I705569,CNY,28.6,28.6,28.6,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152312,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400790,,100283841_I705569,CNY,178.37,178.37,178.37,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152317,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400791,,100531826_I705569,CNY,123.48,123.48,123.48,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152322,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400792,,101247447_I705569,CNY,259.16,259.16,259.16,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512004183,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152330,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400794,,100863495_I705572,CNY,338.27,338.27,338.27,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511956782,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152334,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260400795,,100830276_I705572,CNY,270.72,270.72,270.72,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512009792,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152598,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260404563,,100014962_I631367,CNY,738.64,738.64,738.64,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511955106,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152602,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260404564,,100191471_I631367,CNY,42.07,42.07,42.07,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511981523,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152606,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260404565,,100299945_I631367,CNY,170.36,170.36,170.36,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511981523,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152610,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260404566,,100355651_I631367,CNY,77.84,77.84,77.84,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511981523,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152629,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260404571,,100299945_I631367,CNY,56.79,56.79,56.79,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511982492,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152633,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260404572,,100393389_I631367,CNY,1879.7,1879.7,1879.7,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511982492,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111152636,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260404573,,100014978_I631367,CNY,269.81,269.81,269.81,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511989462,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111153612,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260401097,,100830271_58525824,CNY,16.26,16.26,16.26,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512009883,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111153616,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260401098,,101547604_58525824,CNY,45.79,45.79,45.79,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512009883,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111153684,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260401114,,104244729_58525838,CNY,58.7,58.7,58.7,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512005643,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111153693,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260401116,,101246707_58525822,CNY,349.3,349.3,349.3,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511930771,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111153710,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260401120,,100393228_58525838,CNY,225.79,225.79,225.79,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4512005578,2026-04-02 00:00:00,101,-1
AP,In Scope,2026,7,SC01,23100000,2111154387,1,,44700111,190988123,2026-04-21 00:00:00,PP3101010,0,B1M260405038,,100025226_10722958,CNY,15611.24,15611.24,15611.24,2026-04-02 00:00:00,2026-04-02 00:00:00,银行交易,19,4511780262,2026-04-02 00:00:00,101,-1
